timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1668438232429,227,home-10,200,,Thread Group 1-6,bin,true,,724,511,6,6,https://petstore.octoperf.com/images/fish_icon.gif,227,0,157
1668438232435,230,home-11,200,,Thread Group 1-6,bin,true,,753,511,6,6,https://petstore.octoperf.com/images/dogs_icon.gif,230,0,159
1668438232438,220,home-12,200,,Thread Group 1-6,bin,true,,693,511,6,6,https://petstore.octoperf.com/images/cats_icon.gif,220,0,150
1668438232517,76,home-13,200,,Thread Group 1-6,bin,true,,954,515,6,6,https://petstore.octoperf.com/images/reptiles_icon.gif,76,0,0
1668438232594,71,home-14,200,,Thread Group 1-6,bin,true,,756,512,6,6,https://petstore.octoperf.com/images/birds_icon.gif,71,0,0
1668438232640,148,home-15,200,,Thread Group 1-6,bin,true,,36386,508,6,6,https://petstore.octoperf.com/images/splash.gif,73,0,0
1668438232521,365,confirmed,200,,Thread Group 1-2,text,true,,6768,5986,6,6,https://petstore.octoperf.com/actions/Order.action?newOrder=&confirmed=true,75,0,0
1668438232521,75,confirmed-0,200,,Thread Group 1-2,text,true,,5229,543,6,6,https://petstore.octoperf.com/actions/Order.action?newOrder=&confirmed=true,75,0,0
1668438232598,69,confirmed-1,304,,Thread Group 1-2,,true,,172,604,6,6,https://petstore.octoperf.com/css/jpetstore.css,0,0,0
1668438232598,72,confirmed-2,304,,Thread Group 1-2,,true,,172,609,6,6,https://petstore.octoperf.com/images/logo-topbar.gif,0,0,0
1668438232598,72,confirmed-3,304,,Thread Group 1-2,,true,,170,600,6,6,https://petstore.octoperf.com/images/cart.gif,0,0,0
1668438232598,70,confirmed-4,304,,Thread Group 1-2,,true,,170,605,6,6,https://petstore.octoperf.com/images/separator.gif,0,0,0
1668438232598,75,confirmed-5,304,,Thread Group 1-2,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_fish.gif,0,0,0
1668438232599,75,confirmed-6,304,,Thread Group 1-2,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_dogs.gif,0,0,0
1668438232667,211,confirmed-7,304,,Thread Group 1-2,,true,,171,608,6,6,https://petstore.octoperf.com/images/sm_reptiles.gif,0,0,142
1668438232669,217,confirmed-8,304,,Thread Group 1-2,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_cats.gif,0,0,146
1668438232670,213,confirmed-9,304,,Thread Group 1-2,,true,,171,605,6,6,https://petstore.octoperf.com/images/sm_birds.gif,0,0,143
1668438232918,231,preLogin,200,,Thread Group 1-6,text,true,,5388,5975,6,6,https://petstore.octoperf.com/actions/Account.action?signonForm=,74,0,0
1668438232918,74,preLogin-0,200,,Thread Group 1-6,text,true,,3849,532,6,6,https://petstore.octoperf.com/actions/Account.action?signonForm=,74,0,0
1668438232997,76,preLogin-1,304,,Thread Group 1-6,,true,,172,604,6,6,https://petstore.octoperf.com/css/jpetstore.css,0,0,0
1668438232997,82,preLogin-2,304,,Thread Group 1-6,,true,,172,609,6,6,https://petstore.octoperf.com/images/logo-topbar.gif,0,0,0
1668438232997,80,preLogin-3,304,,Thread Group 1-6,,true,,170,600,6,6,https://petstore.octoperf.com/images/cart.gif,0,0,0
1668438232998,83,preLogin-4,304,,Thread Group 1-6,,true,,170,605,6,6,https://petstore.octoperf.com/images/separator.gif,0,0,0
1668438232998,75,preLogin-5,304,,Thread Group 1-6,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_fish.gif,0,0,0
1668438232999,81,preLogin-6,304,,Thread Group 1-6,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_dogs.gif,0,0,0
1668438233074,70,preLogin-7,304,,Thread Group 1-6,,true,,171,608,6,6,https://petstore.octoperf.com/images/sm_reptiles.gif,0,0,0
1668438233074,70,preLogin-8,304,,Thread Group 1-6,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_cats.gif,0,0,0
1668438233077,72,preLogin-9,304,,Thread Group 1-6,,true,,171,605,6,6,https://petstore.octoperf.com/images/sm_birds.gif,0,0,0
1668438233195,382,select,200,,Thread Group 1-4,text,true,,5593,5996,6,6,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FL-DSH-01,76,0,0
1668438233195,76,select-0,200,,Thread Group 1-4,text,true,,4054,553,6,6,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FL-DSH-01,76,0,0
1668438233276,71,select-1,304,,Thread Group 1-4,,true,,172,604,6,6,https://petstore.octoperf.com/css/jpetstore.css,0,0,0
1668438233276,81,select-2,304,,Thread Group 1-4,,true,,172,609,6,6,https://petstore.octoperf.com/images/logo-topbar.gif,0,0,0
1668438233277,80,select-3,304,,Thread Group 1-4,,true,,170,600,6,6,https://petstore.octoperf.com/images/cart.gif,0,0,0
1668438233277,71,select-4,304,,Thread Group 1-4,,true,,170,605,6,6,https://petstore.octoperf.com/images/separator.gif,0,0,0
1668438233278,79,select-5,304,,Thread Group 1-4,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_fish.gif,0,0,0
1668438233278,79,select-6,304,,Thread Group 1-4,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_dogs.gif,0,0,0
1668438233348,225,select-7,304,,Thread Group 1-4,,true,,171,608,6,6,https://petstore.octoperf.com/images/sm_reptiles.gif,0,0,154
1668438233358,219,select-8,304,,Thread Group 1-4,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_cats.gif,0,0,146
1668438233358,217,select-9,304,,Thread Group 1-4,,true,,171,605,6,6,https://petstore.octoperf.com/images/sm_birds.gif,0,0,144
1668438233237,558,login,200,,Thread Group 1-5,text,true,,7740,11048,6,6,https://petstore.octoperf.com/actions/Catalog.action,73,0,0
1668438233237,73,login-0,302,,Thread Group 1-5,,true,,218,661,6,6,https://petstore.octoperf.com/actions/Account.action,73,0,0
1668438233310,74,login-1,200,,Thread Group 1-5,text,true,,4955,569,6,6,https://petstore.octoperf.com/actions/Catalog.action,74,0,0
1668438233386,77,login-2,304,,Thread Group 1-5,,true,,172,653,6,6,https://petstore.octoperf.com/css/jpetstore.css,0,0,0
1668438233387,77,login-3,304,,Thread Group 1-5,,true,,172,658,6,6,https://petstore.octoperf.com/images/logo-topbar.gif,0,0,0
1668438233386,71,login-4,304,,Thread Group 1-5,,true,,170,649,6,6,https://petstore.octoperf.com/images/cart.gif,0,0,0
1668438233386,82,login-5,304,,Thread Group 1-5,,true,,170,654,6,6,https://petstore.octoperf.com/images/separator.gif,0,0,0
1668438233387,71,login-6,304,,Thread Group 1-5,,true,,171,653,6,6,https://petstore.octoperf.com/images/sm_fish.gif,0,0,0
1668438233387,74,login-7,304,,Thread Group 1-5,,true,,171,653,6,6,https://petstore.octoperf.com/images/sm_dogs.gif,0,0,0
1668438233458,217,login-8,304,,Thread Group 1-5,,true,,171,657,6,6,https://petstore.octoperf.com/images/sm_reptiles.gif,0,0,143
1668438233458,212,login-9,304,,Thread Group 1-5,,true,,171,653,6,6,https://petstore.octoperf.com/images/sm_cats.gif,0,0,139
1668438233461,215,login-10,304,,Thread Group 1-5,,true,,171,654,6,6,https://petstore.octoperf.com/images/sm_birds.gif,0,0,141
1668438233463,318,login-11,304,,Thread Group 1-5,,true,,171,655,6,6,https://petstore.octoperf.com/images/fish_icon.gif,0,0,250
1668438233465,329,login-12,304,,Thread Group 1-5,,true,,171,655,6,6,https://petstore.octoperf.com/images/dogs_icon.gif,0,0,259
1668438233468,327,login-13,304,,Thread Group 1-5,,true,,171,655,6,6,https://petstore.octoperf.com/images/cats_icon.gif,0,0,258
1668438233671,70,login-14,304,,Thread Group 1-5,,true,,171,659,6,6,https://petstore.octoperf.com/images/reptiles_icon.gif,0,0,0
1668438233675,72,login-15,304,,Thread Group 1-5,,true,,171,656,6,6,https://petstore.octoperf.com/images/birds_icon.gif,0,0,0
1668438233676,73,login-16,304,,Thread Group 1-5,,true,,173,654,6,6,https://petstore.octoperf.com/images/splash.gif,0,0,0
1668438233705,533,confirmed,200,,Thread Group 1-1,text,true,,6768,5986,6,6,https://petstore.octoperf.com/actions/Order.action?newOrder=&confirmed=true,249,0,179
1668438233705,250,confirmed-0,200,,Thread Group 1-1,text,true,,5229,543,6,6,https://petstore.octoperf.com/actions/Order.action?newOrder=&confirmed=true,249,0,179
1668438233957,73,confirmed-1,304,,Thread Group 1-1,,true,,172,604,6,6,https://petstore.octoperf.com/css/jpetstore.css,0,0,0
1668438233957,216,confirmed-2,304,,Thread Group 1-1,,true,,172,609,6,6,https://petstore.octoperf.com/images/logo-topbar.gif,0,0,148
1668438233957,226,confirmed-3,304,,Thread Group 1-1,,true,,170,600,6,6,https://petstore.octoperf.com/images/cart.gif,0,0,153
1668438233957,231,confirmed-4,304,,Thread Group 1-1,,true,,170,605,6,6,https://petstore.octoperf.com/images/separator.gif,0,0,156
1668438233957,225,confirmed-5,304,,Thread Group 1-1,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_fish.gif,0,0,153
1668438233958,227,confirmed-6,304,,Thread Group 1-1,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_dogs.gif,0,0,155
1668438234031,69,confirmed-7,304,,Thread Group 1-1,,true,,171,608,6,6,https://petstore.octoperf.com/images/sm_reptiles.gif,0,0,0
1668438234100,69,confirmed-8,304,,Thread Group 1-1,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_cats.gif,0,0,0
1668438234169,69,confirmed-9,304,,Thread Group 1-1,,true,,171,605,6,6,https://petstore.octoperf.com/images/sm_birds.gif,0,0,0
1668438234300,373,order,200,,Thread Group 1-3,text,true,,6922,5975,6,6,https://petstore.octoperf.com/actions/Order.action?newOrderForm=,73,0,0
1668438234300,74,order-0,200,,Thread Group 1-3,text,true,,5383,532,6,6,https://petstore.octoperf.com/actions/Order.action?newOrderForm=,73,0,0
1668438234376,72,order-1,304,,Thread Group 1-3,,true,,172,604,6,6,https://petstore.octoperf.com/css/jpetstore.css,0,0,0
1668438234377,72,order-2,304,,Thread Group 1-3,,true,,172,609,6,6,https://petstore.octoperf.com/images/logo-topbar.gif,0,0,0
1668438234376,78,order-3,304,,Thread Group 1-3,,true,,170,600,6,6,https://petstore.octoperf.com/images/cart.gif,0,0,0
1668438234377,75,order-4,304,,Thread Group 1-3,,true,,170,605,6,6,https://petstore.octoperf.com/images/separator.gif,0,0,0
1668438234377,71,order-5,304,,Thread Group 1-3,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_fish.gif,0,0,0
1668438234378,78,order-6,304,,Thread Group 1-3,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_dogs.gif,0,0,0
1668438234448,214,order-7,304,,Thread Group 1-3,,true,,171,608,6,6,https://petstore.octoperf.com/images/sm_reptiles.gif,0,0,144
1668438234449,220,order-8,304,,Thread Group 1-3,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_cats.gif,0,0,149
1668438234449,224,order-9,304,,Thread Group 1-3,,true,,171,605,6,6,https://petstore.octoperf.com/images/sm_birds.gif,0,0,151
1668438235976,818,home,200,,Thread Group 1-7,text,true,,59394,8116,7,7,https://petstore.octoperf.com/actions/Catalog.action,229,0,153
1668438235976,229,home-0,200,,Thread Group 1-7,text,true,,5419,460,7,7,https://petstore.octoperf.com/actions/Catalog.action,229,0,153
1668438236213,79,home-1,200,,Thread Group 1-7,text,true,,5966,508,7,7,https://petstore.octoperf.com/css/jpetstore.css,79,0,0
1668438236213,224,home-2,200,,Thread Group 1-7,bin,true,,4095,513,7,7,https://petstore.octoperf.com/images/logo-topbar.gif,223,0,151
1668438236214,232,home-3,200,,Thread Group 1-7,bin,true,,379,506,7,7,https://petstore.octoperf.com/images/cart.gif,232,0,161
1668438236214,221,home-4,200,,Thread Group 1-7,bin,true,,329,511,7,7,https://petstore.octoperf.com/images/separator.gif,220,0,150
1668438236215,213,home-5,200,,Thread Group 1-7,bin,true,,556,509,7,7,https://petstore.octoperf.com/images/sm_fish.gif,213,0,145
1668438236216,219,home-6,200,,Thread Group 1-7,bin,true,,591,509,7,7,https://petstore.octoperf.com/images/sm_dogs.gif,218,0,148
1668438236293,235,home-7,200,,Thread Group 1-7,bin,true,,683,513,7,7,https://petstore.octoperf.com/images/sm_reptiles.gif,235,0,155
1668438236429,219,home-8,200,,Thread Group 1-7,bin,true,,574,509,7,7,https://petstore.octoperf.com/images/sm_cats.gif,219,0,146
1668438236435,227,home-9,200,,Thread Group 1-7,bin,true,,536,510,7,7,https://petstore.octoperf.com/images/sm_birds.gif,227,0,156
1668438236435,227,home-10,200,,Thread Group 1-7,bin,true,,724,511,7,7,https://petstore.octoperf.com/images/fish_icon.gif,227,0,156
1668438236437,227,home-11,200,,Thread Group 1-7,bin,true,,753,511,7,7,https://petstore.octoperf.com/images/dogs_icon.gif,227,0,154
1668438236447,223,home-12,200,,Thread Group 1-7,bin,true,,693,511,7,7,https://petstore.octoperf.com/images/cats_icon.gif,223,0,153
1668438236529,68,home-13,200,,Thread Group 1-7,bin,true,,954,515,7,7,https://petstore.octoperf.com/images/reptiles_icon.gif,68,0,0
1668438236598,68,home-14,200,,Thread Group 1-7,bin,true,,756,512,7,7,https://petstore.octoperf.com/images/birds_icon.gif,68,0,0
1668438236649,145,home-15,200,,Thread Group 1-7,bin,true,,36386,508,7,7,https://petstore.octoperf.com/images/splash.gif,71,0,0
1668438236715,364,cats,200,,Thread Group 1-5,text,true,,5151,5993,7,7,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=CATS,72,0,0
1668438236715,72,cats-0,200,,Thread Group 1-5,text,true,,3612,550,7,7,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=CATS,72,0,0
1668438236788,74,cats-1,304,,Thread Group 1-5,,true,,172,604,7,7,https://petstore.octoperf.com/css/jpetstore.css,0,0,0
1668438236788,81,cats-2,304,,Thread Group 1-5,,true,,172,609,7,7,https://petstore.octoperf.com/images/logo-topbar.gif,0,0,0
1668438236788,79,cats-3,304,,Thread Group 1-5,,true,,170,600,7,7,https://petstore.octoperf.com/images/cart.gif,0,0,0
1668438236788,78,cats-4,304,,Thread Group 1-5,,true,,170,605,7,7,https://petstore.octoperf.com/images/separator.gif,0,0,0
1668438236788,76,cats-5,304,,Thread Group 1-5,,true,,171,604,7,7,https://petstore.octoperf.com/images/sm_fish.gif,0,0,0
1668438236789,83,cats-6,304,,Thread Group 1-5,,true,,171,604,7,7,https://petstore.octoperf.com/images/sm_dogs.gif,0,0,0
1668438236862,208,cats-7,304,,Thread Group 1-5,,true,,171,608,7,7,https://petstore.octoperf.com/images/sm_reptiles.gif,0,0,139
1668438236864,215,cats-8,304,,Thread Group 1-5,,true,,171,604,7,7,https://petstore.octoperf.com/images/sm_cats.gif,0,0,143
1668438236867,210,cats-9,304,,Thread Group 1-5,,true,,171,605,7,7,https://petstore.octoperf.com/images/sm_birds.gif,0,0,141
1668438236774,366,add to cart,200,,Thread Group 1-4,text,true,,6160,5996,7,7,https://petstore.octoperf.com/actions/Cart.action?addItemToCart=&workingItemId=EST-14,73,0,0
1668438236774,73,add to cart-0,200,,Thread Group 1-4,text,true,,4621,553,7,7,https://petstore.octoperf.com/actions/Cart.action?addItemToCart=&workingItemId=EST-14,73,0,0
1668438236848,73,add to cart-1,304,,Thread Group 1-4,,true,,172,604,7,7,https://petstore.octoperf.com/css/jpetstore.css,0,0,0
1668438236848,73,add to cart-2,304,,Thread Group 1-4,,true,,172,609,7,7,https://petstore.octoperf.com/images/logo-topbar.gif,0,0,0
1668438236848,71,add to cart-3,304,,Thread Group 1-4,,true,,170,600,7,7,https://petstore.octoperf.com/images/cart.gif,0,0,0
1668438236848,72,add to cart-4,304,,Thread Group 1-4,,true,,170,605,7,7,https://petstore.octoperf.com/images/separator.gif,0,0,0
1668438236848,70,add to cart-5,304,,Thread Group 1-4,,true,,171,604,7,7,https://petstore.octoperf.com/images/sm_fish.gif,0,0,0
1668438236848,78,add to cart-6,304,,Thread Group 1-4,,true,,171,604,7,7,https://petstore.octoperf.com/images/sm_dogs.gif,0,0,0
1668438236918,213,add to cart-7,304,,Thread Group 1-4,,true,,171,608,7,7,https://petstore.octoperf.com/images/sm_reptiles.gif,0,0,145
1668438236919,221,add to cart-8,304,,Thread Group 1-4,,true,,171,604,7,7,https://petstore.octoperf.com/images/sm_cats.gif,0,0,149
1668438236920,209,add to cart-9,304,,Thread Group 1-4,,true,,171,605,7,7,https://petstore.octoperf.com/images/sm_birds.gif,0,0,140
1668438236991,367,preLogin,200,,Thread Group 1-7,text,true,,5390,5975,7,7,https://petstore.octoperf.com/actions/Account.action?signonForm=,75,0,0
1668438236991,75,preLogin-0,200,,Thread Group 1-7,text,true,,3851,532,7,7,https://petstore.octoperf.com/actions/Account.action?signonForm=,75,0,0
1668438237068,76,preLogin-1,304,,Thread Group 1-7,,true,,172,604,7,7,https://petstore.octoperf.com/css/jpetstore.css,0,0,0
1668438237068,71,preLogin-2,304,,Thread Group 1-7,,true,,172,609,7,7,https://petstore.octoperf.com/images/logo-topbar.gif,0,0,0
1668438237068,72,preLogin-3,304,,Thread Group 1-7,,true,,170,600,7,7,https://petstore.octoperf.com/images/cart.gif,0,0,0
1668438237068,72,preLogin-4,304,,Thread Group 1-7,,true,,170,605,7,7,https://petstore.octoperf.com/images/separator.gif,0,0,0
1668438237068,74,preLogin-5,304,,Thread Group 1-7,,true,,171,604,7,7,https://petstore.octoperf.com/images/sm_fish.gif,0,0,0
1668438237068,81,preLogin-6,304,,Thread Group 1-7,,true,,171,604,7,7,https://petstore.octoperf.com/images/sm_dogs.gif,0,0,0
1668438237139,213,preLogin-7,304,,Thread Group 1-7,,true,,171,608,7,7,https://petstore.octoperf.com/images/sm_reptiles.gif,0,0,143
1668438237140,218,preLogin-8,304,,Thread Group 1-7,,true,,171,604,7,7,https://petstore.octoperf.com/images/sm_cats.gif,0,0,147
1668438237140,213,preLogin-9,304,,Thread Group 1-7,,true,,171,605,7,7,https://petstore.octoperf.com/images/sm_birds.gif,0,0,142
1668438237201,497,login,200,,Thread Group 1-6,text,true,,7740,11048,7,7,https://petstore.octoperf.com/actions/Catalog.action,70,0,0
1668438237201,70,login-0,302,,Thread Group 1-6,,true,,218,661,7,7,https://petstore.octoperf.com/actions/Account.action,70,0,0
1668438237271,70,login-1,200,,Thread Group 1-6,text,true,,4955,569,7,7,https://petstore.octoperf.com/actions/Catalog.action,70,0,0
1668438237344,76,login-2,304,,Thread Group 1-6,,true,,172,653,7,7,https://petstore.octoperf.com/css/jpetstore.css,0,0,0
1668438237344,69,login-3,304,,Thread Group 1-6,,true,,172,658,7,7,https://petstore.octoperf.com/images/logo-topbar.gif,0,0,0
1668438237344,73,login-4,304,,Thread Group 1-6,,true,,170,649,7,7,https://petstore.octoperf.com/images/cart.gif,0,0,0
1668438237344,74,login-5,304,,Thread Group 1-6,,true,,170,654,7,7,https://petstore.octoperf.com/images/separator.gif,0,0,0
1668438237344,82,login-6,304,,Thread Group 1-6,,true,,171,653,7,7,https://petstore.octoperf.com/images/sm_fish.gif,0,0,0
1668438237344,77,login-7,304,,Thread Group 1-6,,true,,171,653,7,7,https://petstore.octoperf.com/images/sm_dogs.gif,0,0,0
1668438237413,210,login-8,304,,Thread Group 1-6,,true,,171,657,7,7,https://petstore.octoperf.com/images/sm_reptiles.gif,0,0,141
1668438237418,209,login-9,304,,Thread Group 1-6,,true,,171,653,7,7,https://petstore.octoperf.com/images/sm_cats.gif,0,0,139
1668438237418,218,login-10,304,,Thread Group 1-6,,true,,171,654,7,7,https://petstore.octoperf.com/images/sm_birds.gif,0,0,147
1668438237421,208,login-11,304,,Thread Group 1-6,,true,,171,655,7,7,https://petstore.octoperf.com/images/fish_icon.gif,0,0,139
1668438237421,213,login-12,304,,Thread Group 1-6,,true,,171,655,7,7,https://petstore.octoperf.com/images/dogs_icon.gif,0,0,144
1668438237426,214,login-13,304,,Thread Group 1-6,,true,,171,655,7,7,https://petstore.octoperf.com/images/cats_icon.gif,0,0,144
1668438237623,70,login-14,304,,Thread Group 1-6,,true,,171,659,7,7,https://petstore.octoperf.com/images/reptiles_icon.gif,0,0,0
1668438237627,69,login-15,304,,Thread Group 1-6,,true,,171,656,7,7,https://petstore.octoperf.com/images/birds_icon.gif,0,0,0
1668438237629,69,login-16,304,,Thread Group 1-6,,true,,173,654,7,7,https://petstore.octoperf.com/images/splash.gif,0,0,0
1668438237664,382,confirm,200,,Thread Group 1-3,text,true,,6073,6812,7,7,https://petstore.octoperf.com/actions/Order.action,76,0,0
1668438237664,76,confirm-0,200,,Thread Group 1-3,text,true,,4534,928,7,7,https://petstore.octoperf.com/actions/Order.action,76,0,0
1668438237742,77,confirm-1,304,,Thread Group 1-3,,true,,172,653,7,7,https://petstore.octoperf.com/css/jpetstore.css,0,0,0
1668438237742,77,confirm-2,304,,Thread Group 1-3,,true,,172,658,7,7,https://petstore.octoperf.com/images/logo-topbar.gif,0,0,0
1668438237742,77,confirm-3,304,,Thread Group 1-3,,true,,170,649,7,7,https://petstore.octoperf.com/images/cart.gif,0,0,0
1668438237742,71,confirm-4,304,,Thread Group 1-3,,true,,170,654,7,7,https://petstore.octoperf.com/images/separator.gif,0,0,0
1668438237742,78,confirm-5,304,,Thread Group 1-3,,true,,171,653,7,7,https://petstore.octoperf.com/images/sm_fish.gif,0,0,0
1668438237742,77,confirm-6,304,,Thread Group 1-3,,true,,171,653,7,7,https://petstore.octoperf.com/images/sm_dogs.gif,0,0,0
1668438237813,222,confirm-7,304,,Thread Group 1-3,,true,,171,657,7,7,https://petstore.octoperf.com/images/sm_reptiles.gif,0,0,155
1668438237820,226,confirm-8,304,,Thread Group 1-3,,true,,171,653,7,7,https://petstore.octoperf.com/images/sm_cats.gif,0,0,155
1668438237820,224,confirm-9,304,,Thread Group 1-3,,true,,171,654,7,7,https://petstore.octoperf.com/images/sm_birds.gif,0,0,153
1668438237643,673,signoff,200,,Thread Group 1-1,text,true,,7588,10132,7,7,https://petstore.octoperf.com/actions/Catalog.action,212,0,143
1668438237643,212,signoff-0,302,,Thread Group 1-1,,true,,218,529,7,7,https://petstore.octoperf.com/actions/Account.action?signoff=,212,0,143
1668438237855,70,signoff-1,200,,Thread Group 1-1,text,true,,4803,520,7,7,https://petstore.octoperf.com/actions/Catalog.action,70,0,0
1668438237927,230,signoff-2,304,,Thread Group 1-1,,true,,172,604,7,7,https://petstore.octoperf.com/css/jpetstore.css,0,0,158
1668438237927,69,signoff-3,304,,Thread Group 1-1,,true,,172,609,7,7,https://petstore.octoperf.com/images/logo-topbar.gif,0,0,0
1668438237927,228,signoff-4,304,,Thread Group 1-1,,true,,170,600,7,7,https://petstore.octoperf.com/images/cart.gif,0,0,156
1668438237927,139,signoff-5,304,,Thread Group 1-1,,true,,170,605,7,7,https://petstore.octoperf.com/images/separator.gif,0,0,0
1668438237927,319,signoff-6,304,,Thread Group 1-1,,true,,171,604,7,7,https://petstore.octoperf.com/images/sm_fish.gif,0,0,251
1668438237927,340,signoff-7,304,,Thread Group 1-1,,true,,171,604,7,7,https://petstore.octoperf.com/images/sm_dogs.gif,0,0,269
1668438237996,271,signoff-8,304,,Thread Group 1-1,,true,,171,608,7,7,https://petstore.octoperf.com/images/sm_reptiles.gif,0,0,201
1668438238066,69,signoff-9,304,,Thread Group 1-1,,true,,171,604,7,7,https://petstore.octoperf.com/images/sm_cats.gif,0,0,0
1668438238136,78,signoff-10,304,,Thread Group 1-1,,true,,171,605,7,7,https://petstore.octoperf.com/images/sm_birds.gif,0,0,0
1668438238155,70,signoff-11,304,,Thread Group 1-1,,true,,171,606,7,7,https://petstore.octoperf.com/images/fish_icon.gif,0,0,0
1668438238158,70,signoff-12,304,,Thread Group 1-1,,true,,171,606,7,7,https://petstore.octoperf.com/images/dogs_icon.gif,0,0,0
1668438238214,69,signoff-13,304,,Thread Group 1-1,,true,,171,606,7,7,https://petstore.octoperf.com/images/cats_icon.gif,0,0,0
1668438238225,70,signoff-14,304,,Thread Group 1-1,,true,,171,610,7,7,https://petstore.octoperf.com/images/reptiles_icon.gif,0,0,0
1668438238228,70,signoff-15,304,,Thread Group 1-1,,true,,171,607,7,7,https://petstore.octoperf.com/images/birds_icon.gif,0,0,0
1668438238247,69,signoff-16,304,,Thread Group 1-1,,true,,173,605,7,7,https://petstore.octoperf.com/images/splash.gif,0,0,0
1668438211990,5993,Test,200,"Number of samples in transaction : 10, number of failing samples : 0",Thread Group 1-1,,true,,116775,72029,7,7,null,2672,20334,1919
1668438238373,376,order,200,,Thread Group 1-4,text,true,,6922,5975,6,6,https://petstore.octoperf.com/actions/Order.action?newOrderForm=,72,0,0
1668438238373,73,order-0,200,,Thread Group 1-4,text,true,,5383,532,6,6,https://petstore.octoperf.com/actions/Order.action?newOrderForm=,72,0,0
1668438238451,73,order-1,304,,Thread Group 1-4,,true,,172,604,6,6,https://petstore.octoperf.com/css/jpetstore.css,0,0,0
1668438238451,73,order-2,304,,Thread Group 1-4,,true,,172,609,6,6,https://petstore.octoperf.com/images/logo-topbar.gif,0,0,0
1668438238451,78,order-3,304,,Thread Group 1-4,,true,,170,600,6,6,https://petstore.octoperf.com/images/cart.gif,0,0,0
1668438238453,71,order-4,304,,Thread Group 1-4,,true,,170,605,6,6,https://petstore.octoperf.com/images/separator.gif,0,0,0
1668438238453,77,order-5,304,,Thread Group 1-4,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_fish.gif,0,0,0
1668438238454,75,order-6,304,,Thread Group 1-4,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_dogs.gif,0,0,0
1668438238525,215,order-7,304,,Thread Group 1-4,,true,,171,608,6,6,https://petstore.octoperf.com/images/sm_reptiles.gif,0,0,145
1668438238525,219,order-8,304,,Thread Group 1-4,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_cats.gif,0,0,148
1668438238526,223,order-9,304,,Thread Group 1-4,,true,,171,605,6,6,https://petstore.octoperf.com/images/sm_birds.gif,0,0,149
1668438238437,384,select,200,,Thread Group 1-5,text,true,,5593,5996,6,6,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FL-DSH-01,74,0,0
1668438238437,74,select-0,200,,Thread Group 1-5,text,true,,4054,553,6,6,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FL-DSH-01,74,0,0
1668438238512,74,select-1,304,,Thread Group 1-5,,true,,172,604,6,6,https://petstore.octoperf.com/css/jpetstore.css,0,0,0
1668438238512,76,select-2,304,,Thread Group 1-5,,true,,172,609,6,6,https://petstore.octoperf.com/images/logo-topbar.gif,0,0,0
1668438238513,68,select-3,304,,Thread Group 1-5,,true,,170,600,6,6,https://petstore.octoperf.com/images/cart.gif,0,0,0
1668438238513,75,select-4,304,,Thread Group 1-5,,true,,170,605,6,6,https://petstore.octoperf.com/images/separator.gif,0,0,0
1668438238513,80,select-5,304,,Thread Group 1-5,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_fish.gif,0,0,0
1668438238513,77,select-6,304,,Thread Group 1-5,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_dogs.gif,0,0,0
1668438238582,215,select-7,304,,Thread Group 1-5,,true,,171,608,6,6,https://petstore.octoperf.com/images/sm_reptiles.gif,0,0,145
1668438238587,234,select-8,304,,Thread Group 1-5,,true,,171,604,6,6,https://petstore.octoperf.com/images/sm_cats.gif,0,0,164
1668438238589,223,select-9,304,,Thread Group 1-5,,true,,171,605,6,6,https://petstore.octoperf.com/images/sm_birds.gif,0,0,155
1668438239966,367,confirmed,200,,Thread Group 1-3,text,true,,6768,5986,7,7,https://petstore.octoperf.com/actions/Order.action?newOrder=&confirmed=true,75,0,0
